District,Area,YEAR,Max_Temp,Min_Temp,Rainfall, Humidity,Wind,Cloud,Sunshine,ALT
4,29840,1993,34.5,22.15,349.25,84.25,1.625,4.125,6.775,10
5,86960,1993,35.225,22.65,310.5,73.5,1.525,4.35,6.825,9
6,43150,1993,35.25,20.925,228.5,74.5,1.25,3.75,6.9,37
7,188950,1993,35.6,21.625,217.25,77,2.15,4.075,6.825,9
8,126120,1993,36.975,22.675,207.75,76.75,2.475,3.85,6.8,7
9,12230,1993,35.8,23.025,261.25,78,2.3,3.8,7.175,4
10,38430,1993,34.25,21.65,356,77.75,1.95,4.425,5.8,19
11,520,1993,33.625,23.15,386.5,81.75,1.35,4.1,5.7,6
12,67910,1993,37.025,21.75,169.5,74,1.9,4,7.025,14
13,1850,1993,34.425,23.5,269.25,81.5,1.475,4.125,5.55,3
14,44620,1993,38.425,21.5,167,71.5,1.825,3.9,6.875,20
15,120,1993,34.575,20.45,399.5,76.5,1.1,3.85,6.575,63
16,231710,1993,34.675,20.775,231.25,79.75,1.55,4.1,6.675,34
17,1510,1993,34.4,20.925,500,79.25,1.55,5.125,5.325,35
18,84710,1993,35.475,21.75,273.75,78,1.65,4.075,6.5,10
1,4000,1994,35.75,23.75,235.5,80.5,1.075,4.15,6.725,4
2,29000,1994,37.9,22.95,125.25,75,1.7,3.75,6.975,20
3,0,1994,34.2,23.8,311.25,78.5,3.7,3.925,6.25,6
4,40000,1994,34.7,23.35,222.5,82.25,2,4.05,6.05,10
5,101000,1994,35.925,23.875,209,73,1.6,4.1,6.625,9
6,48000,1994,37.7,22.05,122.5,70.5,1.125,3.325,7.1,37
7,209000,1994,36.65,23.275,158.25,76,1.875,3.475,6.975,9
8,143000,1994,39.125,23.75,148,73.75,2.525,4,6.6,7
9,19000,1994,37.3,24.025,114.75,77,1.825,3.225,7.025,4
10,53000,1994,36.05,22.8,163.25,77.25,2.25,4.3,5.925,19
11,700,1994,34.95,24.375,413.25,78.5,2,3.875,6.425,6
12,88000,1994,39.6,23.05,131.25,70.25,1.675,3.775,7.3,14
13,2000,1994,35.625,24.45,296.75,81.75,1.225,4.2,5.525,3
14,43000,1994,39.625,23.05,97,71.5,1.5,3.5,7.375,20
15,100,1994,36.55,22.75,224,75.75,1.075,4.025,6.55,63
16,276000,1994,36.25,22,179,74,2.175,3.85,7.075,34
17,2000,1994,34.4,21.8,438.5,78,1.675,5.4,5.525,35
18,105000,1994,36.875,22.7,247.5,79,1.65,3.75,6.4,10
1,3780,1995,36.55,23.975,204.75,78.75,1.1,3.8,6.75,4
2,12750,1995,38.5,23.525,150,73.5,1.675,3.725,6.875,20
3,0,1995,35.5,24.45,174,76.25,4,3.65,6.975,6
4,44980,1995,35.65,22.45,193.25,80.5,2.225,3.9,5.675,10
5,79280,1995,38.1,24.275,147.25,69.5,1.25,3.975,6.875,9
6,53260,1995,39.05,22.35,87.75,66,0.925,3.325,6.65,37
7,211930,1995,38.25,23.825,180.25,71,2.375,3.65,7,9
8,109780,1995,39.65,24.075,76.75,71.75,3.025,3.975,6.525,7
9,15490,1995,37.875,24.375,135.25,75.25,1.575,3.1,6.9,4
10,29820,1995,36.225,22.9,237.75,74.75,2.05,3.975,6.025,19
11,910,1995,35.925,24.15,241.25,76.75,1.725,3.6,6.675,6
12,59020,1995,40.875,23.4,85.75,66,1.975,3.9,6.95,14
13,1990,1995,36.075,24.425,277.5,80.5,1.675,3.85,5.95,3
14,28590,1995,40.975,23.35,99.75,68.25,1.15,3.525,6.7,20
15,200,1995,38.025,23.325,225,72,1.325,3.725,7.175,63
16,233820,1995,36.925,22.05,133,73.25,1.85,3.925,6.525,34
17,2280,1995,36.525,22.075,378.75,75,1.375,5.225,6.1,35
18,73500,1995,38.15,23.175,152,75.5,1.55,3.75,6.35,10
1,4500,1996,35.975,24.075,171.5,82.5,1.625,4.075,6.95,4
2,13960,1996,37.2,23.35,218.75,75,1.325,3.6,7.45,20
3,0,1996,34.725,24.25,263,80.25,4.3,4.025,7.025,6
4,52680,1996,35.525,23.525,264.25,83.75,2.425,3.95,7.375,10
5,84390,1996,37,24.325,201,74.5,1.075,3.975,7.05,9
6,61140,1996,37.75,21.75,106.25,71.25,0.875,3.05,8.275,37
7,224030,1996,37.45,23.8,202.25,76,2.425,2.5,7.4,9
8,121160,1996,38.375,23.575,152,76.5,2.15,3.925,7.325,7
9,19760,1996,37.375,24.175,158.75,81,1.725,3.65,7.725,4
10,32220,1996,35.55,23.075,108,78.25,1.9,3.9,6.125,19
11,870,1996,35.1,24.25,254.5,81.75,1.725,3.875,7.2,6
12,64710,1996,38.925,23.3,128.75,71.75,1.6,3.75,7.625,14
13,1860,1996,35.85,24.375,299.5,84.25,2.275,3,5.1,3
14,41430,1996,39.525,23.075,114,71,1.1,3.275,7.65,20
15,330,1996,35.6,22.9,249,78,1.425,4.05,7.4,63
16,241690,1996,36.375,21.8,166.75,76,1.65,3.625,7.525,34
17,1950,1996,35.475,22.25,445.75,81,1.425,5.35,5.75,35
18,81630,1996,36.625,23.1,160,77.25,1.45,3.175,7.425,10
1,5130,1997,35.3,22.825,180.5,83.75,1.425,4.85,6.675,4
2,14060,1997,36.55,22.425,114.75,77.25,1.275,3.875,7.825,20
3,0,1997,34.225,23.375,212.5,80.75,3.25,4.275,6.275,6
4,59080,1997,34,21.775,206.5,83.25,1.775,4.05,6.65,10
5,94820,1997,35.5,23.175,167.25,75,0.775,3.775,7.05,9
6,70520,1997,36.675,21.6,164.5,73.25,0.675,2.925,7.475,37
7,249230,1997,36.1,22.55,152.25,77,1.85,3.725,7.55,9
8,151620,1997,37.525,22.875,115.5,77.75,2.125,4.05,7.2,7
9,25920,1997,36.05,23.025,144.5,77.5,1.6,3.825,7.05,4
10,49520,1997,34.35,22,182.5,78.75,1.975,4.225,6.875,19
11,1240,1997,34.775,23.225,145,81.25,1.075,3.775,6.7,6
12,87190,1997,37.7,22.275,120.75,75.25,1.45,3.875,7.875,14
13,2020,1997,34.725,23.075,218.75,83.75,1.4,4.3,5.575,3
14,42340,1997,38.125,22.225,92.5,72.75,1.35,3.725,8.175,20
15,440,1997,35.575,21.7,250.25,78.75,1.05,4.075,6.725,63
16,248140,1997,34.975,21.15,155.5,78.75,1.5,3.9,7.7,34
17,2090,1997,35.075,21.175,356,78,1.6,5.375,6.075,35
18,82520,1997,35.65,22.05,173.5,79.25,1.35,4.275,6.65,10
1,3210,1998,35.525,22.675,227.75,81.5,1.5,4.325,6,4
2,14030,1998,37.275,22.9,155,78.25,1.4,4.125,7.15,20
3,0,1998,35.35,23.8,199.75,79,2.725,4.15,7.075,6
4,52130,1998,34.45,22.35,200,83,1.775,4.125,6.6,10
5,70400,1998,35.95,23.65,189.25,74.5,0.775,4.25,7,9
6,52250,1998,36.8,22.175,140.25,78.25,0.65,3.45,7.525,37
7,201950,1998,36.725,23.1,149.5,79.5,2.35,3.8,6.85,9
8,114360,1998,37.1,23.375,162.5,78.75,1.75,4.1,6.825,7
9,21210,1998,36.225,24.025,163.5,78,1.45,3.7,6.975,4
10,40210,1998,35.125,22.7,176,80.25,1.625,4.3,5.875,19
11,850,1998,34.975,23.675,217.25,83,1.45,3.75,6.925,6
12,60160,1998,38.35,22.525,136.75,76,1.6,4.075,7.575,14
13,1860,1998,35.025,23.875,182.75,81.75,1.75,4.2,5.775,3
14,40440,1998,39.675,22.675,76.5,75.25,1.3,4.025,7.5,20
15,280,1998,35.3,22.425,311.5,78,0.95,4.25,7.175,63
16,246030,1998,35.975,21.85,189.5,80.5,1.3,4.125,7.125,34
17,1520,1998,34.575,21.75,502.75,80,1.475,5.45,5.6,35
18,73480,1998,36.75,22.45,187,79.75,1.625,4.45,6.75,10
1,3500,1999,36.75,23.95,123,81.75,1.775,4.375,5.1,4
2,14440,1999,36.7,23.825,130,75.5,1.325,3.425,6.825,20
3,0,1999,35.05,24.175,335.5,81.25,3.15,3.925,6.65,6
4,29810,1999,35.625,23.85,147,82.5,1.675,3.75,7.2,10
5,60150,1999,37.325,24.65,199.25,72,0.8,3.9,6.8,9
6,45160,1999,37.4,22.8,179.5,77.25,0.775,3.45,6.875,37
7,175710,1999,37.675,24,150.5,76.5,2.2,3.125,7.125,9
8,69580,1999,39.25,24.15,101.75,75.25,2.875,3.7,7.375,7
9,17710,1999,37.75,24.6,92.75,77,1.7,3.325,7.325,4
10,34040,1999,35.45,23.4,183.75,79,1.725,3.725,6.125,19
11,330,1999,35.9,24.125,273,81.5,1.35,3.55,6.875,6
12,58560,1999,38.75,23.85,147.75,71.5,1.625,3.3,7.325,14
13,910,1999,36.825,24.525,204.75,81,1.45,4,5.3,3
14,37050,1999,40,23.675,125.25,72.75,1.325,3.225,7.5,20
15,70,1999,37.3,23.575,305.5,76.5,1.575,4.3,6.8,63
16,220360,1999,35.775,22.525,254.5,79.75,1.325,3.95,6.425,34
17,1790,1999,36.675,22.725,364.75,77.75,1.35,4.8,6,35
18,65260,1999,36.85,23.575,103.25,77.75,1.55,3.825,6.875,10
1,3730,2000,35.25,23.075,178.25,82.5,1.6,5.025,4.725,4
2,13100,2000,35.875,22.9,189,78.5,1.225,4.25,6.075,20
3,0,2000,35.675,23.625,341,80.25,2.825,4.375,6.4,6
4,37690,2000,34.825,23.15,295.5,83.25,1.625,4.475,6.6,10
5,63190,2000,35.225,23.45,256,73.5,1.05,4.575,6.675,9
6,44930,2000,36.625,21.8,216,79,0.7,4.025,6.35,37
7,197940,2000,36.2,23.35,183.75,78.25,1.825,3.85,6.5,9
8,91330,2000,37.55,23.35,113.5,77.25,3.1,4.4,7.975,7
9,15300,2000,36.8,23.45,128,79.25,1.325,3.975,7.175,4
10,23270,2000,36.05,22.55,330.75,83,1.8,4.6,5.5,19
11,240,2000,34.55,23.525,321.75,83.25,1.525,4.325,6.325,6
12,54750,2000,37.575,22.875,167.75,77.75,1.475,3.875,6.725,14
13,280,2000,35.65,24.025,160.5,83,1.65,4.675,5.675,3
14,36300,2000,37.5,22.725,145.75,77,1.225,3.775,6.525,20
15,70,2000,35.55,22.425,346.25,80.25,1.175,4.35,6.075,63
16,279850,2000,35.75,21.825,285,79,1.7,4.325,6.025,34
17,1820,2000,34.85,21.825,557,82.5,1.825,5.45,5.1,35
18,62040,2000,36.05,22.65,243.5,79.25,1.275,4.375,6.475,10
1,3740,2001,35.825,22.825,235.75,83.25,1.225,4.6,5.425,4
2,14550,2001,35.925,22.825,134.5,73.25,1.125,3.4,7.4,20
3,0,2001,36.925,23.15,301.75,75.25,3,3.85,7.1,6
4,35890,2001,35.125,22.85,237.5,81,1.375,3.9,7.1,10
5,62570,2001,35.525,23.775,218.25,71.5,1.25,4.225,6.725,9
6,42600,2001,36.475,21.8,200,73.25,0.7,3.425,7.475,37
7,220920,2001,36.075,23.15,189,76.25,1.375,3.7,6.975,9
8,89990,2001,36.925,23.225,225,78.5,1.95,4.3,6.4,7
9,11510,2001,36.75,23.85,167.5,79.5,0.725,3.775,7.15,4
10,21090,2001,34.95,22.475,234.5,79,1.675,4.025,6.325,19
11,320,2001,35.425,23.475,353.5,80.75,1.2,3.65,7.05,6
12,56220,2001,37.1,22.625,184.25,72.75,1.425,3.675,6.9,14
13,260,2001,36.25,23.725,381.75,83.25,1.325,4.375,5.625,3
14,35420,2001,37.525,22.45,133.75,73.5,1.25,3.75,7.275,20
15,30,2001,36.425,22.5,221.5,73,0.925,3.5,6.7,63
16,268800,2001,35.425,21.725,194.25,75.5,1.425,3.625,7.125,34
17,1410,2001,36.125,22.425,357.25,76.75,1.825,4.725,6.275,35
18,64670,2001,34.3,22.675,209.75,76.5,1.15,4.2,6.95,10
1,5480,2002,35.3,23.075,250.5,81,1.4,4.925,6.825,4
2,15260,2002,35.425,22.775,166.5,78.75,1.175,4.2,6.675,20
3,0,2002,35.15,23.425,247.75,73.75,3.375,4.175,7.025,6
4,32950,2002,34.675,22.575,205.75,81.75,1.625,4.3,6.65,10
5,63550,2002,34.9,23.1,201.75,73.5,1.325,4.925,6.025,9
6,37570,2002,35.275,21.975,234.25,78,0.8,4.375,6.55,37
7,228040,2002,35.7,23.2,207,78.75,1.525,4.15,6.95,9
8,81600,2002,38.675,23.4,245.5,77.75,2.4,4.325,6,7
9,11960,2002,37.425,23.825,297,78.75,1.1,4.075,7.5,4
10,19930,2002,33.925,22.275,317,81.25,1.5,4.55,6.125,19
11,2170,2002,34.95,23.025,373,81.5,1.075,3.8,6.275,6
12,60650,2002,36.925,22.925,133,77.25,1.425,4.05,7.125,14
13,200,2002,35.95,23.625,274.75,83.25,1.325,4.425,5.8,3
14,36990,2002,37.55,22.725,133.5,77.5,1.45,4.15,7.45,20
15,30,2002,36.35,22.1,229.5,77.5,0.725,3.525,6.8,63
16,226480,2002,34.675,21.825,335.25,80.75,1.575,4.725,6.35,34
17,1200,2002,35.575,21.675,440.5,80,1.925,5.225,5.575,35
18,57960,2002,35.45,22.475,197.75,79,1.05,4.175,6.425,10
1,5670,2003,35.575,24,206.75,85,1.5,4.85,6.5,4
2,15600,2003,36.575,22.775,190.75,77.75,1.2,4.1,6.9,20
3,0,2003,35.275,23.7,406.75,80.5,0.9,4.075,7.025,6
4,26190,2003,35.125,22.525,268.5,82.25,1.775,4.225,6.725,10
5,58920,2003,35.8,23.425,208,72.75,1.85,4.65,6.175,9
6,36080,2003,35.675,21.7,160.5,79.5,0.75,4.15,6.225,37
7,224970,2003,36.85,23.575,150.5,78.25,1.3,3.525,6.95,9
8,82050,2003,38.45,23.4,161,77.75,2.225,4.025,6.9,7
9,12610,2003,36.825,24.325,148.5,78.75,1.075,3.775,7.375,4
10,19630,2003,34.75,22.375,226,80.5,1.6,4.575,6.25,19
11,1120,2003,36.1,23.625,339.5,81.5,1.3,3.65,6.7,6
12,60230,2003,37.8,23.05,143.25,76.75,1.375,3.775,7.025,14
13,290,2003,35.875,23.8,346,85.25,1.125,4.425,5.925,3
14,35990,2003,39.025,22.975,118.25,74.5,1.275,3.525,7.35,20
15,30,2003,36.825,22.3,369.25,76.25,0.725,3.6,6.4,63
16,185800,2003,35.45,21.725,246.25,79.75,1.525,4.775,6.075,34
17,4170,2003,35.025,21.9,469.5,77.5,1.75,5.125,5.475,35
18,50730,2003,36.475,22.55,224.75,78.75,0.95,3.95,6.975,10
