feature,weight
intercept,-2.3123652790177153e-15
District,-0.1558946213461359
Area,-0.06446944190169068
Year,0.5273802997472918
Max_Temp,0.07300265388536614
Min_Temp,0.12335251663969862
Rainfall,0.04415901869441103
Humidity,0.07081324459735654
Wind,0.1211984329519766
Cloud,-0.004100562386224825
Bright Sunshine,0.009680067958714931
ALT,0.39047663384961323
