feature,weight
intercept,-4.873976926369248e-16
District,-0.15161523525450893
Area,-0.060008840168443656
Year,0.6070631773891835
Max_Temp,0.0835442024502616
Min_Temp,0.023422489030379724
Rainfall,0.013654468516840091
Humidity,0.07465633166253513
Wind,0.125558335363048
Cloud,-0.01486826646289234
Bright Sunshine,0.0017398262926812055
ALT,0.3254679342965742
