feature,weight
intercept,1.525036754742086e-15
District,-0.13588076998093832
Area,-0.07413256110580518
Year,0.4937992555626569
Max_Temp,0.0355579636684466
Min_Temp,0.11079515312476376
Rainfall,-0.012385905038690095
Humidity,0.08142567548995353
Wind,0.17177219667877497
Cloud,0.015074538199280063
Bright Sunshine,-0.016049766915223015
ALT,0.3788024170585984
