Productions
280905
319075
508305
312720
407065
303645
231120
437665
332125
232810
544415
622025
629510
218300
350460
258050
452930
266655
455405
181385
94430
255935
163220
584540
731755
645600
297250
299685
431115
302490
285855
127105
222240
217995
281485
140690
349600
751570
497775
265960
298870
407610
275915
327010
198315
191615
247690
277315
143400
405005
631115
414990
515140
325880
372250
304915
484850
236675
241110
377210
297315
134545
136430
404810
775020
574055
330010
343390
240635
252415
441220
184465
272120
403025
259475
147320
232465
449695
692540
443240
292430
383375
481915
357875
420695
244135
291460
481750
320755
216385
299115
454840
702755
544495
310745
383330
437165
316265
433845
224300
280945
471210
395385
226230
303550
472285
683845
432305
324910
400395
505045
344075
438385
242345
307545
485360
452260
259180
325435
492325
717960
478980
344630
371815
475120
358310
427875
273335
303740
475495
435940
247910
311795
485010
729100
466480
418845
349095
422545
482810
332765
433165
206400
307630
495335
359670
196795
303785
471925
301500
797575
492030
455425
389105
439475
505480
337585
497605
193680
293055
508675
419850
197995
336925
515835
54790
851910
568470
405310
351155
352320
441920
315175
442845
210275
267640
465370
306850
227290
313075
513660
50380
821520
509035
424030
356310
403695
494835
315055
453675
227050
291130
493190
336245
228215
328275
508275
54360
852665
525610
455880
389345
408530
493810
312090
498180
237730
327780
520440
367575
243100
365480
551660
49485
871875
564415
482515
425525
422680
482465
301180
529000
185825
322345
622720
423035
157730
363885
525265
13305
927940
505570
531460
445610
429280
531450
309690
545785
255720
412170
607875
418640
212475
396315
557255
14895
930040
582750
544565
410070
509515
524325
335545
525085
258750
380690
497020
418945
203635
379240
510140
15005
887815
552580
518635
351510
514370
496500
258080
504820
211715
360325
524560
316665
99250
411050
421215
15675
868350
578830
160535
453095
325785
514385
424130
148600
624425
174735
343025
462000
372470
109185
311490
450810
11560
844570
373735
39530
573240
458680
526470
667890
241600
763120
195170
538590
654590
379270
173840
394960
675610
13160
70760
575960
170370
531860
486210
537650
611860
249020
793460
194890
529220
627900
303790
203800
332770
730970
15100
112230
627130
176940
484260
506820
580430
528270
261330
713620
246230
630830
655250
368800
194260
391020
710750
17970
129180
580130
145180
509500
537340
581510
586350
266390
735430
266490
591260
643210
381760
234040
406720
766840
18650
131990
650460
167900
494550
508880
593680
577940
242210
684730
204900
586980
648610
391270
149470
430490
708430
16580
159020
623970
173870
379660
470940
608260
584110
231800
518250
220370
525490
547390
370400
172010
348230
609980
19770
953840
644730
146490
480630
363210
533030
609490
188060
624450
202560
628160
594910
398220
179180
428060
576970
18970
968300
661280
164920
477870
424030
553840
579340
243080
671870
245790
594860
647200
416310
208420
372190
676540
20900
1169040
732580
195140
346050
405200
406090
462280
208110
600440
234360
571600
488940
313070
212800
287450
720270
19530
1139290
690980
151690
342100
347760
399950
336120
112120
473000
136560
475630
601310
304930
165760
422600
732660
20180
762280
641100
69010
532156
441180
570110
538360
241720
630180
265530
691260
740020
466820
239230
518740
800330
21650
1181190
750870
229520
608300
473100
666350
645310
392150
799250
331350
517220
664430
543080
321200
591110
853070
27370
1221120
762830
277650
581460
460340
676750
610400
383320
669420
323150
616810
691480
513710
280170
524420
805310
29170
1077250
745360
248640
623030
478730
681580
642850
371430
666910
284220
649750
775420
552520
302180
476420
818810
29960
1171790
800970
273880
596650
508170
697760
544970
401450
725330
343150
787060
720670
551230
321630
536560
791080
30400
1209740
848410
265800
