Productions
33825
201390
184035
167805
9220
49885
29375
44930
125850
66555
26780
78590
29665
515705
20595
179330
137410
177115
3295
42400
15605
30825
103440
81970
27030
63020
24725
353560
34375
183085
150820
211130
13975
67260
21285
38320
115940
77750
40640
82030
33335
408220
39520
194345
227295
215770
14065
70700
25900
31610
125070
147015
59860
63645
119685
51205
192660
38920
201380
220010
191975
20535
67705
35800
35120
106425
143895
57720
31085
104125
49675
406080
38750
187955
218920
216165
10235
60715
21155
28660
113680
170065
57260
43365
101630
40970
417850
21698
204401
195141
224573
12362
42692
20894
20497
94980
146513
29007
9832
104344
21186
165208
60858
230013
206346
236439
15388
56366
29321
35588
139381
152813
40493
27442
105816
50998
474131
67637
238633
218769
249811
11926
62693
19907
33862
77343
131918
27293
26973
77497
58163
301928
70569
295656
269542
285999
20343
67042
19251
42642
77216
228591
31492
31542
92820
87093
507784
95603
77090
294090
266163
323362
22790
61205
28610
43149
77960
125001
45018
11530
105865
83152
542700
106196
119479
307505
334854
348092
28158
115103
68646
44643
124169
143647
111140
17383
124957
25391
116591
429575
122047
140643
324442
364732
391038
34419
144116
86195
48694
143785
209775
141332
19731
143388
30737
137700
453694
81482
209372
334617
311953
326818
38167
98552
84734
45999
143509
164299
152162
14517
184229
17923
139083
466514
104157
248129
322106
350246
329105
42334
189409
166718
88173
179505
205620
177802
21456
175416
21032
170345
506020
54024
298182
322436
333017
290765
57964
157390
89281
82580
136236
149532
199137
9682
262242
15302
309461
416873
49890
275252
313447
335118
341550
78594
176397
127096
65708
192992
188263
179478
5935
318826
10505
375860
426500
49732
414479
291945
481429
364608
96133
237807
231825
86418
213804
198102
241589
4727
352472
10120
431859
386904
239507
74587
472637
294261
636198
474930
157514
397674
442401
99819
240623
270236
270793
4530
381481
10940
484272
474064
261749
166768
1034936
319956
653339
564625
183115
387340
349145
100166
266626
347161
300192
3262
461625
124230
509068
435081
281111
161080
522340
216736
612178
640221
187271
384640
392565
110550
300666
354502
304987
4133
565165
11210
498993
514955
262272
161400
540010
323902
678989
624965
225675
331266
405010
129135
324387
401957
315183
11827
576188
14285
520135
590088
270143
136829
555498
311369
672883
609125
190038
290491
403302
176226
321102
271124
281243
13514
592182
12808
567634
503491
275147
110616
570026
299629
694951
600549
294548
240678
358801
124968
314312
262779
286192
16027
643903
15895
389677
587057
291979
72598
597496
296521
629165
531115
299982
220902
401902
126390
283150
205073
275930
21528
632086
12345
672519
567259
267288
85329
611418
331045
676520
590562
323902
242364
467423
132839
319151
256331
322117
23699
704839
13337
730159
612862
287173
97124
631149
276779
701234
609334
320055
267806
493393
148459
366507
268754
332963
28505
715189
14903
758841
626806
312317
105634
652358
319107
703946
671218
345232
277341
653956
152284
420872
289587
338530
31426
763636
16137
828551
659401
332765
194350
705100
376170
802910
678180
510360
342800
732810
214930
492110
321060
467500
13660
914820
13870
1036030
686350
304080
206120
708770
362880
849410
736570
547180
456050
811770
234800
602130
326330
458180
3730
955430
12930
1015910
709800
388080
226300
719120
360410
876830
809320
613610
533260
897400
246830
698110
322210
572210
1420
1061600
16180
1102780
837900
421440
215460
772260
307470
965880
849220
581610
511820
866360
218190
622200
338390
541710
1810
1054990
15770
969860
883100
486310
218990
854410
336580
1031060
863620
581670
551160
866800
240450
628150
361020
558960
1510
1121930
16100
1032080
870680
506610
224590
908890
322320
1087310
866170
640880
737990
968640
355860
626800
309860
582690
1260
1201000
21960
1147470
759550
515620
