feature,weight
intercept,4.047719412736335e-15
District,-0.13998330094629288
Area,-0.07095692063501083
Year,0.5316964585515354
Max_Temp,0.05999842200876451
Min_Temp,0.08686199234584543
Rainfall,0.028455555810825643
Humidity,0.08374918875518017
Wind,0.13586398090434834
Cloud,0.024260944230146807
Bright Sunshine,0.025157069750284755
ALT,0.34837687090565117
