Productions
95240
121470
224045
185035
187185
164925
214345
49115
325685
154690
145150
173860
324985
164960
81120
100405
213480
145300
189150
142475
226515
33645
237810
177935
100485
170740
367785
157025
58020
95810
169950
150285
103045
117600
203210
40365
222270
143625
88315
132530
278480
132080
82590
100020
157780
104565
82835
153000
176050
20215
198725
158530
89755
142845
247375
82385
80310
162355
246235
138340
162525
138260
212720
39345
276755
149690
67255
39095
150530
294095
144580
111860
159125
93930
154415
167430
176270
263875
53135
319040
93545
86510
29265
154075
295575
200985
97165
137855
193045
152100
178225
171920
275895
45630
330305
166325
105410
36530
163535
327575
251605
105640
64520
182840
154110
198530
143650
253420
47180
338320
208840
113110
49675
177765
334430
61270
103635
163640
220465
162935
167045
118205
273115
46255
304055
166645
113160
47395
181435
329220
174110
120680
154065
237135
160060
201895
150380
261270
50365
328815
170765
129340
49670
171035
349205
182770
158180
106790
106850
215295
149470
163610
122995
207870
46675
218210
153860
108760
36588
131785
27280
272940
156070
225875
133915
118335
217225
162670
187700
121725
224330
80420
233880
177570
127705
73860
113980
33470
291190
206060
146055
118860
136245
229245
179105
161180
140710
205425
46170
246965
143245
137775
59075
181885
35660
325090
250510
170275
116215
114730
233480
181500
160800
146155
172050
57430
227570
139880
99160
68120
117665
25790
315835
199785
189065
110890
116210
235975
192720
192885
157765
165360
57070
228020
161610
106025
80915
196795
29905
275110
175600
144967
94717
110965
178169
159694
194113
107464
161406
28084
215394
141752
104791
57150
180072
9353
275837
157785
171965
84285
103573
160545
123688
169910
149845
156665
32150
217721
149770
103930
70645
154829
9796
290305
163149
215605
90920
80500
202280
143855
145675
211660
240375
37430
206995
204515
97380
88220
168770
9020
245305
230180
92870
26423
50050
91399
35201
54713
31419
63365
17695
111629
76482
9750
27632
26431
4519
99311
106477
12340
212825
31165
54785
209070
108760
133035
232700
229615
58115
182555
224765
62715
90675
161665
7350
216580
226820
64040
202790
20965
73215
161980
109475
82140
206795
172115
46045
154895
172705
55260
68270
156050
7845
156665
263215
49350
181510
24170
87790
177220
89550
88510
139140
150680
48270
141370
128080
41690
81120
137150
8160
154960
268980
47250
169760
9960
92890
173430
73170
77750
131010
189030
57100
148400
106980
34880
67930
155500
8340
152660
182690
37600
169760
9960
92890
173430
73170
77750
131010
189030
57100
148400
106980
34880
67930
155500
8340
152660
182690
37600
121660
4180
76110
126790
61690
53090
134670
112100
64210
122270
70400
32120
66360
144330
8840
113490
184600
38680
130140
2700
54700
100090
55010
31070
162210
116180
56710
105170
99010
24630
71320
107490
6230
77750
286410
34490
31260
20700
38580
94540
8120
31270
1240
45130
22200
90210
72950
290
28540
72560
3580
32010
140660
4820
129920
22110
58230
162080
49120
43290
149770
110800
36250
131170
117480
21480
101980
129970
7290
65250
262240
32180
134800
20290
63990
162450
45980
41960
122450
143420
35760
134620
105670
23090
96660
131960
6050
62350
273410
29350
125450
16870
77210
119600
37360
39620
117650
143410
32120
106660
82860
22940
104040
97920
6650
55250
192880
20430
170860
17560
80160
117650
40990
34120
133270
134770
32700
100660
125550
21880
111820
104380
7320
21440
212600
26660
185360
13450
86960
197330
44170
30840
132840
152920
20670
116570
122050
22870
146690
99140
7360
13690
245440
22500
210670
12120
90730
199690
48540
15510
129700
115200
22490
114840
129980
23710
138170
91240
6680
9980
215120
19790
196350
12740
99430
182030
42490
26680
127970
127630
20940
104440
133980
29450
152210
118070
7190
17780
219070
33760
201220
12060
108360
165300
46340
23780
142180
114240
21210
112890
123190
32280
157160
125120
7860
12040
213460
32330
